ID	notation	subtitle	description	citation	fundamentals.*	attachments.*	templates.*
TH012	I🄨 ⎮§§⎮ := sn = … + a11 + … + an 	The a11 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XII.
In the past, the (user-generated) content was created not for, but by the non-commercial user-particles, as it were as a criterion for the authenticity of the content and as touchstone that links to its sources."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH013	I🄨 ⎮§§⎮ := sn = … + a12 + … + an 	The a12 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XIII.
The disabled identities (deleted profiles) and scalable or devisible database entities are solved by everything, and for the social networks and social software they are already dead, because they are freed from virtual rights and this last will is not objectionable."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH014	I🄨 ⎮§§⎮ := sn = … + a13 + … + an 	The a13 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XIV.
If the attitude of a user-particle and the fidelity (in relation to social networks and social software) are imperfect, then it brings barely and large uncertainty, and this uncertainty grows exponentially with the security gaps and (computer) bugs – worms, viruses, trojans, algorithmen – that are associated with continuous improvement of user offerings (OpenSource, Apps, mobile interfaces and connectivity, devices, A.I., signaling, periphery)."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH015	I🄨 ⎮§§⎮ := sn = … + a14 + … + an 	The a14 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XV.
This insecurity and terror suffice alone - and to say nothing of other things - to recognize or detect the pain of commerce and branding; because they come very close to the horror of desperation and the abuse (malpractice according to Malware and misapplication according to Apps and so on) of the Internet."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH016	I🄨 ⎮§§⎮ := sn = … + a15 + … + an 	The a15 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XVI.
Hello world, commerce, branding and data heaven seem to be different in the same way such as desperation, impending risks and alleged media literacy, personal satisfaction and security."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH017	I🄨 ⎮§§⎮ := sn = … + a16 + … + an 	The a16 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XVII.
Apparently, the user particles as a product have the added value of respect (love) of privacy protection just as necessary as a reduction of Internet commerce, cyber crime and spying."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH018	I🄨 ⎮§§⎮ := sn = … + a17 + … + an 	The a17 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XIIX.
Evidently, neither reason nor empirical research has proven that user particles must be within the Internet and behave fairly, in which they can earn merit (or profits, credits, incentives) or in which love or loyalty (to social networks and social software) can increase."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH019	I🄨 ⎮§§⎮ := sn = … + a18 + … + an 	The a18 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XIX.
Apparently, this is also not proven that user particles - at least all - are certain of their security and privacy, although they are completely safe from security vulnerabilities and media literacy."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH020	I🄨 ⎮§§⎮ := sn = … + a19 + … + an 	The a19 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XX.
Therefore, the user particle does not simply mean with the complete bleeding the bleeding of all databases, but only the one whose entity it has created itself or those entities imposed by data retention or dragnet investigation. It does not matter that user particles can gain knowledge of this entity or can influence its entities in the databases themselves."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH021	I🄨 ⎮§§⎮ := sn = … + a20 + … + an 	The a20 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXI.
Therefore, those data preachers will be wrong who say that through the entries of the user particles the social network will be free and rid of any responsibility."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH022	I🄨 ⎮§§⎮ := sn = … + a21 + … + an 	The a21 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXII.
Rather, they leave the user-particle not a single responsibility for commerce and branding, that they should have lost in accordance with the rule of law, human rights convention or national resolution in real life."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH023	I🄨 ⎮§§⎮ := sn = … + a22 + … + an 	The a22 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXIII.
If any decree of all responsibility could be granted to anyone, then certainly only the most perfect user-particle, if a renunciation were not to a disadvantage, thus in very few cases."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH024	I🄨 ⎮§§⎮ := sn = … + a23 + … + an 	The a23 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXIV.
Because of this, a large part of the user particles is inevitably deceived by the given promise of renouncing responsibility or transmitting his bloodletting."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH025	I🄨 ⎮§§⎮ := sn = … + a24 + … + an 	The a24 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXV.
The same power over commerce or branding is possessed by every user particle, especially in social networks, with which the same responsibility is attributed to them."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH026	I🄨 ⎮§§⎮ := sn = … + a25 + … + an 	The a25 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXVI.
Social networks and social software do not act properly, attributing responsibility for their bloodletting to user particles on the basis of /due to his / her available encryption or conditions of terms and use, but to turn by way of intercession."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH027	I🄨 ⎮§§⎮ := sn = … + a26 + … + an 	The a26 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXVII.
Data research and teaching announce those who say that the user particles rise from commerce and branding once the data gold is stored in databases."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH028	I🄨 ⎮§§⎮ := sn = … + a27 + … + an 	The a27 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXIIX.
Certainly, once the data gold is appended to databases, data theorem and greed can grow into an unlimited Internet, but the user-particles remain alone in their intercession for privacy protection and private sphere."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH029	I🄨 ⎮§§⎮ := sn = … + a28 + … + an 	The a28 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXIX.
Who knows whether all user particles want to be resigned by means of commerce and branding with an improvement in human life."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH030	I🄨 ⎮§§⎮ := sn = … + a29 + … + an 	The a29 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXX.
No one is aware of the real-time risk or the protection of his privacy, much less whether he has achieved complete satisfaction with his data or media literacy."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH031	I🄨 ⎮§§⎮ := sn = … + a30 + … + an 	The a30 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXI.
Rarely does one take protective measures with the utmost care, so seldom does he devote himself to other faiths in a right way and he has confidence in social networks and social software, thus extremely rare."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH032	I🄨 ⎮§§⎮ := sn = … + a31 + … + an 	The a31 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXII.
Anyone who believes that he can be sure of his anonymity by means of protective measures will be connected forever to the Internet without Frontiers or will find his teacher in a secret service or hacker."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH033	I🄨 ⎮§§⎮ := sn = … + a32 + … + an 	The a32 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXIII.
Not enough can one beware of those who want to derive the data of the user-particles that invaluable added value or renewable synergies by which the user-life will be taken by the Internet without Frontiers (limits) for the commercial or the branding."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH034	I🄨 ⎮§§⎮ := sn = … + a33 + … + an 	The a33 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXIV.
Indeed, those invaluable added value and renewable synergies relate only to human's own limits of morality, individual satisfaction, and non-latent needs."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH035	I🄨 ⎮§§⎮ := sn = … + a34 + … + an 	The a34 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXV.
Not reputable are those who preach or teach that for those who buy user particles or use an Internet without Frontiers to clone entities, sell identities, or those who advocate data retention and dragnet investigation, privacy, protection, ethics or laws and legislative power, prosecution and law enforcement are not necessary for themselves."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH036	I🄨 ⎮§§⎮ := sn = … + a35 + … + an 	The a35 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXVI.
Any user particle that really wants to be deleted is entitled to complete termination of its profile data, chronic records or logfiles, even without any remnants or waiting time. From the beginning, the user-particle is to guarantee a readable and compatible data backup and to make it available free of charge, with the help of which it can continue its endeavor on the Internet without Frontiers anywhere else at any time."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH037	I🄨 ⎮§§⎮ := sn = … + a36 + … + an 	The a36 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXVII.
Every user particle that is commodity, whether it is deactivated or deleted, has contributed to all the invaluable added value and renewable synergies that are given from social networks or social software."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH038	I🄨 ⎮§§⎮ := sn = … + a37 + … + an 	The a37 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXVIII.
However, the share of invaluable added value and renewable synergies that communicate or provide the Internet without Frontiers must by no means be neglected, because they justify a claim of the user particle against social networks and social software or a claim under applicable laws."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH039	I🄨 ⎮§§⎮ := sn = … + a38 + … + an 	The a38 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XXXIX.
Even the most learned would find it very difficult to be able to estimate the extent of risks and side effects in front of the Internet without Frontiers at the same time and to demand the privacy protection from user particles."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH040	I🄨 ⎮§§⎮ := sn = … + a39 + … + an 	The a39 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XL.
The mediation of media literacy conditions everyday life in the internet without Frontiers and to use it productively. The satisfaction, however, is indifferent or addictive, but at least it encourages and controls loyalty to social networks and social software for adolescent generations and teaches (conditions) them not to hate them."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH041	I🄨 ⎮§§⎮ := sn = … + a40 + … + an 	The a40 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XLI.
Only with care and caution should the Internet be advertised without limits, so that the person does not falsely think that it is preferable to other good works and deeds."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH042	I🄨 ⎮§§⎮ := sn = … + a41 + … + an 	The a41 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XLII.
One should teach the Internet without Frontiers: The mainstream is not that opinions or ""LIKES"" should be compared with arguments and credibility."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
